Ticker,SimFinId,Currency,Fiscal Year,Fiscal Period,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Net Income/Starting Line,Depreciation & Amortization,Non-Cash Items,Change in Working Capital,Change in Accounts Receivable,Change in Inventories,Change in Accounts Payable,Change in Other,Net Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Change in Long Term Investment,Net Cash from Acquisitions & Divestitures,Net Cash from Investing Activities,Dividends Paid,Cash from (Repayment of) Debt,Cash from (Repurchase of) Equity,Net Cash from Financing Activities,Net Change in Cash
SWX,448826,USD,2021,Q1,2021-05-06,2021-05-06,56570500.0,56655000.0,489617000.0,582672000.0,-30091000.0,-243115000.0,,,,,799083000,-1409356000.0,,-28355000.0,-1401304000.0,-219344000.0,766727000.0,269190000.0,804136000.0,202491000
SWY,86808,USD,2015,Q4,2016-03-03,2016-03-03,228800000.0,230700000.0,103200000.0,921500000.0,387700000.0,-24700000.0,,,,,-621200000,-612000000.0,,,110500000.0,-251800000.0,-1491900000.0,29700000.0,-1672100000.0,-2392200000
SXC,112269,USD,2021,Q1,2021-04-28,2021-04-28,82775000.0,83100000.0,21100000.0,132000000.0,2900000.0,39800001.0,,,,,195800001,-71200000.0,,0.0,-72600000.0,-20000000.0,-284000000.0,0.0,-305000000.0,-181799999
SXT,134902,USD,2021,Q1,2021-05-04,2021-05-04,42295750.0,42366500.0,120367000.0,50036000.0,-4502000.0,44915000.0,,,,,210816000,-51798000.0,,12595000.0,-38351000.0,-66092000.0,-103715000.0,-11665000.0,-181866000.0,4915000
SYK,105030,USD,2021,Q1,2021-04-28,2021-04-28,375875000.0,380800000.0,1408000000.0,890000000.0,546000000.0,294000000.0,,,,,3138000000,-426000000.0,10000000.0,-4226000000.0,-4634000000.0,-886000000.0,742000000.0,0.0,-296000000.0,-1726000000
SYNA,260659,USD,2021,Q3,2021-05-06,2021-05-06,34475000.0,36500000.0,150600000.0,20300000.0,38200000.0,58700000.0,,,,,267800000,152800000.0,95800000.0,-626500000.0,-382900000.0,,400000000.0,31300000.0,397500000.0,284100000
SYNH,336622,USD,2021,Q1,2021-04-29,2021-04-29,104170250.0,105418750.0,197937000.0,224183000.0,49576000.0,119492000.0,,,,,591188000,-49313000.0,,-448467000.0,-505245000.0,0.0,-52720000.0,-59613000.0,-163019000.0,-71271000
SYNT,693332,USD,2018,Q2,2018-08-01,2018-08-01,83198000.0,83409250.0,178023000.0,12841000.0,-293000.0,5206000.0,,,,,195777000,-7611000.0,-1968000.0,,-27479000.0,0.0,-130625000.0,-16173000.0,-146798000.0,20524000
SYRG,786501,USD,2019,Q3,2019-11-06,2019-11-06,243216634.0,243415423.0,215988000.0,,311963000.0,78943000.0,,,,,606894000,-63532000.0,,-4120000.0,-604291000.0,,49790000.0,0.0,47657000.0,50260000
SYRS,807944,USD,2021,Q1,2021-05-06,2021-05-06,50415528.0,50415528.0,-81040000.0,2762000.0,4790000.0,-6112000.0,,,,,-79600000,-1801000.0,5000000.0,,3199000.0,,19658000.0,162255000.0,181670000.0,105269000
SYUT,53873,USD,2016,Q4,2017-02-09,2017-02-09,57083000.0,57083000.0,20961000.0,9514000.0,3943000.0,-4756000.0,,,,,29662000,-103792000.0,,7867000.0,-89124000.0,,94298000.0,,78418000.0,17496000
SYY,247719,USD,2021,Q3,2021-05-05,2021-05-05,509239808.0,511097330.0,-245303000.0,789648000.0,191881000.0,1283769000.0,442757000.0,529429000.0,319966000.0,-8383000.0,2019995000,-332945000.0,-10847000.0,0.0,-342092000.0,-917507000.0,1708379000.0,153330000.0,887390000.0,2640485000
T,66790,USD,2021,Q1,2021-05-06,2021-05-06,7150500000.0,7176500000.0,-842000000.0,27103000000.0,31732000000.0,-13802000000.0,1272000000.0,,,-15074000000.0,44191000000,-14809000000.0,499000000.0,-20994000000.0,-35378000000.0,-14960000000.0,13280000000.0,-101000000.0,-7425000000.0,1388000000
TA,133962,USD,2021,Q1,2021-05-04,2021-05-04,12541500.0,12541500.0,-2106000.0,123058000.0,-11006000.0,175035000.0,,,,,284981000,-48150000.0,,-11982000.0,-52542000.0,,270996000.0,-1744000.0,267263000.0,499710000
TACO,823787,USD,2021,Q1,2021-05-03,2021-05-03,37023016.0,37130137.0,15361000.0,26409000.0,30724000.0,-18680000.0,,,,,53814000,-17714000.0,,1339000.0,-16375000.0,-1469000.0,-60235000.0,-5170000.0,-68267000.0,-30828000
TAP,248956,USD,2021,Q1,2021-04-29,2021-04-29,216875000.0,216975000.0,-748300000.0,867800000.0,1247900000.0,155499999.0,160800000.0,-46200000.0,-233200000.0,274099999.0,1522899999,-293900000.0,0.0,0.0,-278200000.0,-1900000.0,-1441400000.0,4599999.0,-1424100001.0,-133400002
TAST,625660,USD,2021,Q1,2021-05-13,2021-05-13,50501945.0,50501945.0,-14422000.0,81305000.0,28243000.0,19645000.0,,,,,114771000,-42920000.0,,0.0,-36516000.0,,-45312000.0,-10110000.0,-59598000.0,18657000
TAYD,338837,USD,2021,Q3,2021-03-26,2021-03-26,2616339.0,3496194.0,1979260.0,1238409.0,-1125123.0,-296430.0,,,,,1796116,-1327955.0,-16359.0,,-1357656.0,,1461500.0,46786.0,1508286.0,1946746
TBI,108139,USD,2021,Q1,2021-04-26,2021-04-26,34719750.0,34817750.0,15551000.0,29899000.0,14658000.0,92698000.0,,,,,152806000,-30041000.0,9733000.0,0.0,-36865000.0,,-293500000.0,856000.0,-296971000.0,-178407000
TBIO,941303,USD,2021,Q1,2021-05-06,2021-05-06,71316256.0,72294238.0,-12983000.0,10760000.0,32480000.0,238195000.0,,,,,268452000,-5743000.0,-442159000.0,,-447902000.0,,-681000.0,14182000.0,241604000.0,62154000
TBTC,263057,USD,2021,Q1,2021-05-17,2021-05-17,4486788.0,4500302.0,933094.0,36776.0,-483984.0,365950.0,,,,,851836,0.0,-57000.0,,-57000.0,,0.0,0.0,946800.0,1741636
TCMD,201913,USD,2021,Q1,2021-05-03,2021-05-03,19439924.0,19439924.0,-1579000.0,2716000.0,7972000.0,-8024000.0,,,,,1085000,-1950000.0,12500000.0,,10262000.0,0.0,0.0,5090000.0,3281000.0,14628000
TCX,651784,USD,2021,Q1,2021-05-06,2021-05-06,10592078.0,10713052.0,5090000.0,12719000.0,17856000.0,429000.0,,,,,36094000,-48510000.0,,-154000.0,-48664000.0,,7993000.0,1033000.0,8434000.0,-4136000
TDC,378223,USD,2021,Q1,2021-05-07,2021-05-07,108900000.0,111975000.0,14000000.0,169000000.0,142000000.0,42000000.0,81000000.0,12000000.0,,-51000000.0,367000000,-38000000.0,,0.0,-44000000.0,,-31000000.0,-110000000.0,-189000000.0,146000000
TDG,378229,USD,2021,Q2,2021-05-11,2021-05-11,56875000.0,56875000.0,252000000.0,266000000.0,186000000.0,287000000.0,317000000.0,67000000.0,-57000000.0,-40000000.0,991000000,-115000000.0,,-916000000.0,-1007000000.0,-73000000.0,264000000.0,116000000.0,1405000000.0,1404000000
TDOC,963383,USD,2021,Q1,2021-05-03,2021-05-03,110231416.0,110231416.0,-655182000.0,110965000.0,627492000.0,-148492000.0,,,,,-65217000,-5177000.0,52496000.0,-614350000.0,-595077000.0,,1067589000.0,-163580000.0,866258000.0,207827000
TDW,419436,USD,2021,Q1,2021-05-06,2021-05-06,40508388.0,40508388.0,-213699000.0,74215000.0,174346000.0,2365000.0,,,,,37227000,26180000.0,,43806000.0,26180000.0,,-121894000.0,,-123967000.0,-60560000
TDY,1164973,USD,2021,Q1,2021-04-30,2021-04-30,36800000.0,37950000.0,404400000.0,116200000.0,77200000.0,69600000.0,,,,,667400000,-68800000.0,,-100000.0,-67900000.0,,2381500000.0,36900000.0,2382300000.0,3002800000
TEAM,1204607,USD,2020,Q4,2020-08-14,2020-08-14,244844000.0,244844000.0,-346209000.0,97398000.0,668661000.0,154360000.0,,,,,574210000,-35709000.0,-227165000.0,-53212000.0,-318931000.0,,-38127000.0,1802000.0,-42575000.0,211528000
TECD,181744,USD,2020,Q1,2020-06-03,2020-06-03,35855250.0,36148750.0,692033000.0,,-212741000.0,,,,,,479292000,-46203000.0,,-165546000.0,-207474000.0,,-195834000.0,43798000.0,-214987000.0,31441000
TECH,176917,USD,2021,Q3,2021-05-07,2021-05-07,38596250.0,40081000.0,183786000.0,84066000.0,24595000.0,-17512000.0,,,,,274935000,-50358000.0,31687000.0,-10321000.0,-27086000.0,-49432000.0,-204500000.0,94419000.0,-224960000.0,29919000
TEL,104745,USD,2021,Q2,2021-04-23,2021-04-23,330250000.0,331000000.0,1050000000.0,737000000.0,473000000.0,59000000.0,,,,,2320000000,-463000000.0,,-87000000.0,-521000000.0,-636000000.0,29000000.0,-227000000.0,-861000000.0,952000000
TEN,534666,USD,2021,Q1,2021-05-06,2021-05-06,81574617.0,81717366.0,-547000000.0,623000000.0,426000000.0,229000000.0,,,,,731000000,-302000000.0,,10000000.0,48000000.0,0.0,-902000000.0,-2000000.0,-971000000.0,-139000000
TENB,896983,USD,2021,Q1,2021-04-29,2021-04-29,102428000.0,102428000.0,-27502000.0,10771000.0,64520000.0,50576000.0,,,,,98365000,-20724000.0,,-276000.0,-14073000.0,,2000000.0,35525000.0,37180000.0,120585000
TER,1094921,USD,2021,Q1,2021-05-07,2021-05-07,166095500.0,184793000.0,813468000.0,128595000.0,27603000.0,-105694000.0,,,,,863972000,-187527000.0,-267938000.0,0.0,-454919000.0,-66463000.0,-51275000.0,-21695000.0,-171052000.0,237655000
TESO,141183,USD,2017,Q3,2017-11-07,2017-11-07,46683250.0,46683250.0,-58977000.0,23970000.0,4775000.0,6620000.0,,,,,-23612000,-1810000.0,,0.0,-2036000.0,0.0,0.0,0.0,102000.0,-25546000
TESS,42813,USD,2020,Q4,2021-06-11,2021-06-11,8697369.0,8697369.0,-8742900.0,3744500.0,1222700.0,3091500.0,,,,,-684200,-806100.0,,9201500.0,-2654400.0,-170900.0,4321000.0,77600.0,4398600.0,1060000
TEUM,890308,USD,2020,Q4,2021-06-17,2021-06-17,138739000.0,138739000.0,-44661000.0,10795000.0,11739000.0,3686000.0,,,,,-18441000,4349000.0,,,4349000.0,,15142000.0,9044000.0,23252000.0,8852000
TEVA,616649,USD,2021,Q1,2021-04-28,2021-04-28,1096500000.0,1097750000.0,-4040000000.0,1534000000.0,5510000000.0,-2498000000.0,,,,,506000000,937000000.0,12000000.0,108000000.0,1119000000.0,22000000.0,-1671000000.0,0.0,-1678000000.0,-61000000
TFX,448874,USD,2021,Q1,2021-04-29,2021-04-29,46567000.0,47331000.0,279516000.0,72249000.0,151227000.0,56402000.0,,,,,559394000,-90525000.0,,-503032000.0,-574216000.0,-63347000.0,-10000000.0,,-81663000.0,-81846000
TGI,629705,USD,2020,Q4,2021-05-20,2021-05-20,52121250.0,52121250.0,-450910000.0,93334000.0,359657000.0,-175200000.0,,,,,-173119000,-9290000.0,,2570000.0,-9290000.0,-2073000.0,153865000.0,145383000.0,277247000.0,104419000
TGNA,378222,USD,2021,Q1,2021-05-10,2021-05-10,219813250.0,220316750.0,509397000.0,133110000.0,76479000.0,-33143000.0,,,,,685843000,-50413000.0,4292000.0,-28156000.0,-67189000.0,-61434000.0,-555000000.0,0.0,-640860000.0,-22206000
TGT,72458,USD,2021,Q1,2021-05-28,2021-05-28,500500000.0,505300000.0,6181000000.0,2511000000.0,448000000.0,1240000000.0,,,,,10380000000,-2390000000.0,356000000.0,-518000000.0,-2012000000.0,-1351000000.0,-2419000000.0,-1348000000.0,-5118000000.0,3250000000
TGTX,785880,USD,2021,Q1,2021-05-10,2021-05-10,121942877.0,121942877.0,-318893000.0,187000.0,88633000.0,-3674000.0,,,,,-233747000,-356000.0,-9965000.0,,-26474000.0,,312000.0,679874000.0,679691000.0,419470000
THC,1033571,USD,2021,Q1,2021-04-30,2021-04-30,105499000.0,106846000.0,831000000.0,878000000.0,342000000.0,1763000000.0,128000000.0,-38000000.0,1359000000.0,314000000.0,3812000000,-400000000.0,4000000.0,-1147000000.0,-1549000000.0,,-471000000.0,28000000.0,-735000000.0,1528000000
THMO,258731,USD,2021,Q1,2021-05-13,2021-05-13,8105667.0,8105667.0,-14599000.0,709000.0,7280000.0,-9194000.0,,,,,-15804000,-27000.0,,0.0,-27000.0,,4670000.0,14451000.0,19121000.0,3293000
THO,43246,USD,2021,Q3,2021-06-08,2021-06-08,55267638.0,55505672.0,549277000.0,123965000.0,106787000.0,-301284000.0,,,,,478745000,-107992000.0,,-310938000.0,-409590000.0,-90179000.0,-344188000.0,-60000000.0,-460712000.0,-357503000
THS,532132,USD,2021,Q1,2021-05-06,2021-05-06,56425000.0,56750000.0,82400000.0,206900000.0,19200001.0,21100000.0,,,,,345600001,-105000000.0,17200000.0,-229800000.0,-319700000.0,,-266200000.0,-25000000.0,-311600000.0,-281599999
TIF,249289,USD,2020,Q3,2020-11-24,2020-11-24,121400000.0,121775000.0,287500000.0,273300000.0,123500000.0,7400000.0,,,,,691700000,-338200000.0,92300000.0,0.0,-293400000.0,-280700000.0,457000000.0,111100000.0,270100000.0,656100000
TIME,535758,USD,2017,Q3,2017-11-09,2017-11-09,98307500.0,98200000.0,-3000000.0,,244000000.0,-13000000.0,,,,,228000000,-79000000.0,0.0,-25000000.0,-52000000.0,-46000000.0,-22000000.0,-5000000.0,-87000000.0,88000000
TIS,693955,USD,2018,Q4,2019-04-05,2019-04-05,10670348.0,10670348.0,-37672000.0,19686000.0,-5757000.0,6246000.0,,,,,-17497000,-3358000.0,,0.0,-1158000.0,0.0,21333000.0,0.0,19838000.0,1183000
TITN,825306,USD,2021,Q1,2021-06-04,2021-06-04,22122000.0,22127000.0,27641000.0,23533000.0,11068000.0,143152000.0,,,,,205394000,-17387000.0,,-6790000.0,-24159000.0,,-7138000.0,0.0,-142487000.0,38894000
TIVO,176762,USD,2017,Q2,2017-08-29,2017-08-29,94340122.0,89181543.0,23019000.0,18538000.0,55415000.0,-93098000.0,,,,,3874000,-10786000.0,,0.0,440765000.0,,-173540000.0,684000.0,-172856000.0,271592000
TJX,256569,USD,2021,Q1,2021-05-28,2021-05-28,1200456500.0,1218926500.0,1511889000.0,866677000.0,165939000.0,4745140000.0,,,,,7289645000,-582789000.0,390000.0,0.0,-582399000.0,-315221000.0,-2136065000.0,210284000.0,-2315349000.0,4487650000
TKR,1056221,USD,2021,Q1,2021-04-28,2021-04-28,75444006.0,76640387.0,324400000.0,167800000.0,-4900000.0,65800001.0,,,,,553100001,-117700000.0,,-24000000.0,-161300000.0,-87900000.0,-361200001.0,10700000.0,-504000001.0,-90900000
TLCC,156530,USD,2021,Q1,2021-05-17,2021-05-17,257663861.0,259655211.0,-8842000.0,969000.0,-6932000.0,11911000.0,,,,,-2894000,-20000.0,,-39566000.0,-20000.0,,5672000.0,-1000.0,5672000.0,2758000
TLND,923420,USD,2021,Q1,2021-05-07,2021-05-07,31794500.0,31794500.0,-84666000.0,8294000.0,76518000.0,-21236000.0,,,,,-21090000,-5460000.0,,-59493000.0,-5460000.0,,10689000.0,,10689000.0,-4816000
TLRA,646927,USD,2019,Q4,2020-03-25,2020-03-25,45864500.0,45864500.0,-9007000.0,1486000.0,10070000.0,-267000.0,,,,,2282000,-161000.0,,0.0,-202000.0,,0.0,7260000.0,4369000.0,6505000
TLRD,929181,USD,2020,Q1,2020-07-27,2020-07-27,49353000.0,49431250.0,-359306000.0,105990000.0,315878000.0,-96079000.0,,,,,-33517000,41579000.0,0.0,0.0,92557000.0,-18593000.0,327500000.0,-8704000.0,245437000.0,308871000
TLRY,816689,USD,2021,Q1,2021-05-10,2021-05-10,141798178.0,141798178.0,-427905000.0,19001000.0,307402000.0,13174000.0,,,,,-88328000,-26649000.0,,-4257000.0,-23630000.0,,159654000.0,183843000.0,339142000.0,242380000
TLSA,1203753,USD,2020,Q4,2021-05-17,2021-05-17,,,-28338000.0,91000.0,20984000.0,-4072000.0,,,,,-11335000,-3000.0,,-120000.0,-123000.0,,-114000.0,75460000.0,75346000.0,63888000
TLYS,978925,USD,2021,Q1,2021-06-08,2021-06-08,29697000.0,29724000.0,27209000.0,18355000.0,-2879000.0,35055000.0,,,,,77740000,-10405000.0,-30482000.0,,-40858000.0,0.0,-23675000.0,2675000.0,-21000000.0,15882000
TM-28,1016068,USD,2020,Q4,2021-06-03,2021-06-03,,,2017000000.0,6049000000.0,-2553000000.0,730000000.0,,,,,6243000000,0.0,-861000000.0,-55480000000.0,-11491000000.0,-700000000.0,7584000000.0,,6871000000.0,1623000000
TMDX,963380,USD,2021,Q1,2021-05-07,2021-05-07,26239440.0,26239440.0,-27813000.0,1651000.0,4024000.0,-7281000.0,,,,,-29419000,-198000.0,-44843000.0,,-45041000.0,,-2249000.0,76565000.0,75980000.0,1989000
TMED,169714,USD,2016,Q3,2016-08-22,2016-08-22,18395960.0,18395960.0,-598000.0,140000.0,7000.0,270000.0,,,,,-181000,0.0,,0.0,0.0,,-122000.0,,-122000.0,-303000
TMO,372802,USD,2021,Q1,2021-05-07,2021-05-07,395250000.0,398250000.0,7924000000.0,707000000.0,1825000000.0,-545000000.0,-1302000000.0,-508000000.0,59000000.0,1206000000.0,9911000000,-1840000000.0,-11700000.0,-1377000000.0,-3248000000.0,-348000000.0,-2302000000.0,-1832000000.0,-4510000000.0,2593000000
TMUS,515267,USD,2021,Q1,2021-05-04,2021-05-04,1240549262.0,1251445686.0,3046000000.0,16722000000.0,2871000000.0,-11955000000.0,,,,,10684000000,-22620000000.0,,-3805000000.0,-22374000000.0,0.0,17568000000.0,304000000.0,17337000000.0,5647000000
TMX,749230,USD,2021,Q1,2021-05-07,2021-05-07,131825000.0,132200000.0,46000000.0,109000000.0,64000000.0,-2000000.0,,,,,217000000,-17000000.0,-3000000.0,-32000000.0,-43000000.0,,-859000000.0,-167000000.0,-1048000000.0,300000000
TNDM,693227,USD,2021,Q1,2021-05-05,2021-05-05,61667000.0,61667000.0,-24559000.0,12106000.0,81358000.0,5080000.0,,,,,73985000,-24166000.0,,-4886000.0,-335066000.0,,278691000.0,61908000.0,306530000.0,46306000
TNET,797860,USD,2021,Q1,2021-04-26,2021-04-26,66500000.0,67500000.0,282000000.0,71000000.0,22000000.0,278000000.0,,,,,653000000,-35000000.0,-13000000.0,0.0,-60000000.0,,-122000000.0,-208000000.0,-337000000.0,256000000
TNL,116466,USD,2021,Q1,2021-04-28,2021-04-28,85950000.0,86100000.0,-92000000.0,126000000.0,195000000.0,166000000.0,,,,,395000000,-60000000.0,0.0,-35000000.0,-94000000.0,-121000000.0,-871000000.0,9000000.0,-1028000000.0,-710000000
TOL,200636,USD,2021,Q2,2021-06-03,2021-06-03,126096250.0,127462750.0,538443000.0,71769000.0,114444000.0,501864000.0,,,,,1226520000,-7995000.0,0.0,-154866000.0,-66526000.0,-63077000.0,-971195000.0,-180152000.0,-1192804000.0,-32810000
TOWR,625334,USD,2019,Q2,2019-07-25,2019-07-25,20633551.0,21027078.0,52451000.0,44367000.0,-4470000.0,-47640000.0,,,,,44708000,-69531000.0,,277162000.0,207631000.0,-10520000.0,-93864000.0,-649000.0,-135891000.0,110990000
TOY_delist,509463,USD,2017,Q3,2017-12-19,2017-12-19,49074858.0,49941397.0,-606000000.0,300000000.0,251000000.0,384000000.0,,,,,329000000,-196000000.0,0.0,0.0,-464000000.0,,252000000.0,8000000.0,140000000.0,12000000
TPB,58275,USD,2021,Q1,2021-05-05,2021-05-05,19249603.0,20374200.0,40070000.0,3174000.0,24311000.0,-14363000.0,,,,,53192000,-6095000.0,-19250000.0,-39441000.0,-79706000.0,-3874000.0,113485000.0,-12237000.0,82435000.0,55921000
TPCO,627811,USD,2021,Q1,2021-05-06,2021-05-06,36554250.0,36638250.0,8286000.0,30263000.0,33022000.0,-7214000.0,,,,,64357000,-17000.0,,0.0,3410000.0,0.0,-6986000.0,2225000.0,-6167000.0,166939000
TPCS,74307,USD,2020,Q4,2021-06-10,2021-06-10,29430105.0,30216800.0,320631.0,704049.0,289640.0,-678470.0,,,,,635850,-537308.0,,,-607931.0,,-120441.0,9051.0,1172049.0,1199855
TPIC,180206,USD,2021,Q1,2021-05-06,2021-05-06,35879000.0,35879000.0,-20332000.0,50248000.0,19631000.0,-7805000.0,,,,,41742000,-57469000.0,,0.0,-57469000.0,,28071000.0,14477000.0,42001000.0,25962000
TPR,331230,USD,2021,Q3,2021-05-06,2021-05-06,277600000.0,279975000.0,340600000.0,220600000.0,78699999.0,265600000.0,-62600000.0,176900000.0,201800000.0,-50500000.0,905499999,-77500000.0,147400000.0,0.0,69900000.0,-93200000.0,-20600000.0,42100000.0,-79600000.0,909099999
TPX,686753,USD,2021,Q1,2021-05-06,2021-05-06,205425000.0,210825000.0,419699999.0,101300000.0,133100001.0,71900000.0,,,,,726000000,-108600000.0,,-4300000.0,-107000000.0,-14300000.0,-80100000.0,-433400000.0,-541800000.0,93500000
TR,527072,USD,2021,Q1,2021-05-05,2021-05-05,68250048.0,68250048.0,57761000.0,17902000.0,2834000.0,-3031000.0,,,,,75466000,-18020000.0,-45872000.0,,-25288000.0,-23981000.0,145000.0,-30669000.0,-54505000.0,-2750000
TRC,669774,USD,2021,Q1,2021-05-05,2021-05-05,26252110.0,26373401.0,-1126000.0,4739000.0,8822000.0,2723000.0,,,,,15158000,-20484000.0,23901000.0,-250000.0,10901000.0,,-4160000.0,89867000.0,-5784000.0,20275000
TREE,780144,USD,2021,Q1,2021-05-05,2021-05-05,13035250.0,12997250.0,-22230000.0,65174000.0,63065000.0,-15087000.0,,,,,90922000,-48513000.0,78820000.0,482000.0,-49693000.0,0.0,211138000.0,-3624000.0,141689000.0,110869000
TREX,991604,USD,2021,Q1,2021-05-10,2021-05-10,115739936.0,116095356.0,181774000.0,20511000.0,19722000.0,-68519000.0,,,,,153488000,-207861000.0,,-281000.0,-207861000.0,,107500000.0,-49885000.0,57255000.0,2882000
TRGP,625570,USD,2021,Q1,2021-05-06,2021-05-06,231075000.0,242625000.0,723200000.0,842200000.0,176200000.0,230100000.0,,,,,1971700000,-507400000.0,,-136100000.0,-626200000.0,-193100000.0,-1123500000.0,-5500000.0,-1472200000.0,-126700000
TRHC,494892,USD,2021,Q1,2021-05-07,2021-05-07,22224297.0,22224297.0,-86021000.0,46752000.0,47506000.0,-6700000.0,,,,,1537000,-2850000.0,,-6807000.0,-30128000.0,,17490000.0,5016000.0,6887000.0,-21704000
TRIP,89539,USD,2021,Q1,2021-05-06,2021-05-06,135000000.0,135000000.0,-353000000.0,122000000.0,120000000.0,-32000000.0,-35000000.0,,10000000.0,-7000000.0,-143000000,-45000000.0,95000000.0,-4000000.0,-46000000.0,-488000000.0,130000000.0,7000000.0,58000000.0,-124000000
TRMB,627855,USD,2021,Q1,2021-05-07,2021-05-07,250800000.0,252950000.0,443300000.0,193400000.0,59300000.0,48500000.0,,,,,744500000,-50700000.0,0.0,-5100000.0,-26600000.0,,-604400000.0,-66300000.0,-686800000.0,47800000
TRN,247970,USD,2021,Q1,2021-04-27,2021-04-27,113950000.0,114075000.0,-386900000.0,265699999.0,570100000.0,99200000.0,,,,,547799999,-634800001.0,319500000.0,-16600000.0,-564300001.0,-92200000.0,279900000.0,-191600000.0,-7500000.0,-24000002
TRNS,60740,USD,2020,Q4,2021-06-08,2021-06-08,7415750.0,7543750.0,7791000.0,7580000.0,2461000.0,5807000.0,,,,,23639000,-6600000.0,,-3551000.0,-10151000.0,,-10783000.0,-1872000.0,-12655000.0,61000
TROW,378221,USD,2021,Q1,2021-04-29,2021-04-29,227200000.0,229500000.0,3121500000.0,192500000.0,-1081800000.0,-106300000.0,,,,,2125900000,-227400000.0,155500000.0,,-94700000.0,-882900000.0,,-583100000.0,-801500000.0,1233700000
TROX,627774,USD,2021,Q1,2021-04-29,2021-04-29,144438750.0,147489000.0,981000000.0,317000000.0,-760000000.0,-20000000.0,,,,,518000000,-214000000.0,,0.0,-248000000.0,-44000000.0,176000000.0,0.0,69000000.0,338000000
TRT,288723,USD,2021,Q3,2021-05-14,2021-05-14,4662832.0,4770310.0,30000.0,2974000.0,-588000.0,-601000.0,,,,,1815000,-884000.0,,,-1501000.0,-304000.0,-328000.0,754000.0,-157000.0,920000
TRU,700411,USD,2021,Q1,2021-04-27,2021-04-27,190325000.0,192275000.0,411900000.0,371900000.0,36100000.0,-13200000.0,-41900000.0,,13600000.0,15100000.0,806700000,-213700000.0,-111000000.0,-71700000.0,-313600000.0,-57900000.0,-294600000.0,22100000.0,-379400000.0,127300000
TRUE,81812,USD,2021,Q1,2021-05-06,2021-05-06,104204250.0,104204250.0,-17867000.0,19655000.0,31370000.0,332000.0,,,,,39046000,-9939000.0,,0.0,110090000.0,,0.0,-49989000.0,-57418000.0,91718000
TRUP,640535,USD,2021,Q1,2021-04-30,2021-04-30,37032220.0,37032220.0,-17155000.0,8783000.0,15557000.0,9700000.0,,,,,16885000,-8838000.0,-16420000.0,-48133000.0,-73383000.0,,-29981000.0,198957000.0,166301000.0,110826000
TSCO,378228,USD,2021,Q1,2021-05-06,2021-05-06,116223750.0,117384750.0,846535000.0,225742000.0,102739000.0,312684000.0,,,,,1487700000,-363401000.0,0.0,-143610000.0,-363401000.0,-194377000.0,-24170000.0,-185702000.0,-435842000.0,688457000
TSE,530044,USD,2021,Q1,2021-05-07,2021-05-07,38300000.0,38850000.0,115700000.0,130800000.0,34700000.0,30999999.0,,,,,312199999,-70600000.0,,200000.0,-75900000.0,-49200000.0,432900000.0,11600000.0,393200000.0,627099999
TSHA,1146378,USD,2020,Q4,2021-03-03,2021-03-03,17665683.0,17665683.0,-60011000.0,9000.0,29384000.0,-111000.0,,,,,-30729000,-9082000.0,,,-9082000.0,,,291064000.0,291064000.0,251253000
TSLA,56317,USD,2021,Q1,2021-04-28,2021-04-28,944500000.0,1117500000.0,1258000000.0,2390000000.0,1685000000.0,2691000000.0,-662000000.0,354000000.0,3039000000.0,-40000000.0,8024000000,-4111000000.0,-1228000000.0,-13000000.0,-5234000000.0,,-3937000000.0,10400000000.0,6249000000.0,9176000000
TSN,138054,USD,2021,Q2,2021-05-10,2021-05-10,363000000.0,364500000.0,2211000000.0,1215000000.0,134000000.0,403000000.0,,,,,3963000000,-1132000000.0,-1000000.0,1000000.0,-1054000000.0,-618000000.0,-1822000000.0,-51000000.0,-2474000000.0,453000000
